Saint Barnabé Wind Farm France,France,Please Select,48.1201,-2.7256,12,"Saint Barnabé, Cotes-d'Armor, France",Please Select,6,26,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-365-saint-barnab-vestas-v90-2000.php
Saint Clément Wind Farm France,France,Please Select,44.95,4.26,1.2,"Saint Clément, Ardèche, France",Please Select,2,2,,Please Select,OSTWIND,100,,,OSTWIND,,,http://www.thewindpower.net/wind-farm-224-saint-cl-ment-enercon-e40-600.php
Saint Crépin Wind Farm France,France,Please Select,45.9974,-0.7497,9,"Saint Crépin, Charente-Maritime, France",Please Select,6,18,,Please Select,Française d’Eoliennes,100,,,Française d’Eoliennes,,,http://www.thewindpower.net/wind-farm-31-saint-crepin-repower-md77.php
Saint Jean Lachalm Wind Farm France,France,Please Select,44.97,3.72,18,"Saint Jean Lachalm, Haute-Loire, France",Please Select,9,37,,Please Select,VALECO,100,,,VALECO,,,http://www.thewindpower.net/wind-farm-471-saint-jean-lachalm-enercon-nd.php
Saint Léger Wind Farm France,France,Please Select,50.1856,2.8573,5.95,"Saint Léger, Pas-de-Calais, France",Please Select,7,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-2779-saint-leger-gamesa-nd.php
Saint Martin de Crau Wind Farm France,France,Please Select,43.63,4.79,7.2,"Saint Martin de Crau, Bouches-du-Rhône, France",Please Select,9,15,,Please Select,SAMEOLE,100,,,SAMEOLE,,,http://www.thewindpower.net/wind-farm-444-mas-de-leuze-enercon-e48-800.php
Saint Martin des Besaces Wind Farm France,France,Please Select,49.01,-0.84,6,"Saint Martin des Besaces, Calvados, France",Please Select,2,12,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-363-saint-martin-des-besaces-vestas-v90-3000.php
Saint Pierre Bénouville Wind Farm France,France,Please Select,49.7405,0.9712,12.5,"Saint Pierre Bénouville, Seine-Maritime, France",Please Select,5,27,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3799-saint-pierre-b-nouville-nordex-nd.php
Saint Servais Wind Farm France,France,Please Select,48.4,-3.37,5.6,"Saint Servais, Cotes-d'Armor, France",Please Select,7,12,,Please Select,GDF,100,,,GDF,,,http://www.thewindpower.net/wind-farm-570-saint-servais-enercon-nd.php
Saint Simon Clastres Wind Farm France,France,Please Select,49.7625,3.2202,11,"Clastres, St Simon, Aisne, France",Please Select,4,24,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-65-saint-simon-vestas-nm92.php
Saint Thégonnec Wind Farm France,France,Please Select,48.4825,-3.9,1.5,"Saint Thégonnec, Pleyber Christ, Finistère, France",Please Select,5,3,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-315-saint-th-gonnec-windmaster-wm28-300.php
Sallen Wind Farm France,France,Please Select,49.11,-0.85,8,"Sallen, Calvados, France",Please Select,4,17,,Please Select,THEOLA / VENTURA,100,,,THEOLA / VENTURA,,,http://www.thewindpower.net/wind-farm-3988-sallen-enercon-e70-2000.php
Salles-Curan Wind Farm France,France,Please Select,44.19512836,2.777481079,87,"Salles-Curan, Lévézou plateau in Aveyron west of Millau, France",Please Select,29,195,,Please Select,EDF Energies Nouvelles,,,,EDF Energies Nouvelles,,,http://www.thebioenergysite.com/news/2553/sallescuran-wind-farm-goes-on-line
Saulzet Wind Farm France,France,Please Select,45.43,3.04,14.4,"Saulzet, Ardes-sur-Couze, Puy de Domes, France",Please Select,18,30.8,,Please Select,Eolfi,,,Innovent,Eolfi,,,http://www.eolfi.com/VGB/sites.htm?saulzet
Sauveterre Wind Farm France,France,Please Select,43.475,2.55,12,"Albine, Tarn, France",Please Select,6,25.6,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,
Seraumount Wind Farm France,France,Please Select,48.44,5.61,10,"Seraumount, Vosges, France",Please Select,5,21,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-3994-seraumont-repower-nd.php
Silfiac : Bodervedan Wind Farm France,France,Please Select,48.15,-3.16,3.2,"Silfiac, Morbihan, France",Please Select,4,7,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-374-silfiac-bodervedan-enercon-e48-800.php
Soulangy Wind Farm France,France,Please Select,48.9297,-0.1981,10,"Aubigny, Soulangy, St Pierre de Canivet, Calvados, France",Please Select,5,21.4,,Please Select,EOLFI,100,,,EOLFI,,,http://www.thewindpower.net/wind-farm-216-les-sablons-repower-mm82.php
Souleilla Corbières Wind Farm France,France,Please Select,42.91,2.92,20.8,"Treilles, Aube, France",Please Select,16,48,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-52-souleilla-corbieres-bonus-b62-1300.php
St Germain de Longue Chaume Wind Farm France,France,Please Select,46.72,-0.35,10,"St Germain de Longue Chaume, Deux-Sèvres, France",Please Select,5,21,,Please Select,EOLFI,100,,,EOLFI,,,http://www.thewindpower.net/wind-farm-5269-st-germain-de-longue-chaume-repower-mm92.php
Séglien Ar Tri Milin Wind Farm France,France,Please Select,48.12,-3.16,9,"Séglien, Morbihan, France",Please Select,6,19,,Please Select,THEOLA / VENTURA,100,,,THEOLA / VENTURA,,,http://www.thewindpower.net/wind-farm-29-ar-tri-milin-repower-md77.php
Ségur Wind Farm France,France,Please Select,44.24,2.86,12,"Viarouge, Ségur, Aveyron, France",Please Select,6,27,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-569-segur-vestas-v90-2000.php
Talizat Rézentières Wind Farm France,France,Please Select,45.13,3.1,18,"Talizat, Rezentières, Cantal, France",Please Select,9,39,,Please Select,Réseau de Transport d'Electricité (RTE) / EDF,100,,,Réseau de Transport d'Electricité (RTE) / EDF,,,http://www.thewindpower.net/wind-farm-472-talizat-r-zenti-res-gamesa-g87-2000.php
Tambours Wind Farm France,France,Please Select,50.303,2.208,8.35,"Conchy sur Canche, Monchel sur-Canche, Pas-de-Calais, France",Please Select,5,18,,Please Select,La Compagnie du Vent / GDF SUEZ,100,,,La Compagnie du Vent / GDF SUEZ,,,http://www.thewindpower.net/wind-farm-217-tambours-ecotecnia-80-1.6.php
Trois Sources Wind Farm France,France,Please Select,48.5394,5.4117,36,"Bonnet, Houdelaincourt, Meuse, France",Please Select,18,75,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-419-trois-sources-vestas-v90-2000.php
Trébry Wind Farm France,France,Please Select,48.35,-2.55,9,"Trébry, Cotes-d'Armor, France",Please Select,6,19,,Please Select,Sinerg,100,,,Sinerg,,,http://www.thewindpower.net/wind-farm-273-tr-bry-neg-micon-nm64-1500.php
Trémeheuc Wind Farm France,France,Please Select,48.43,-1.7,12,"Trémeheuc, Ille-et-Vilaine, France",Please Select,6,26,,Please Select,VSB énergies nouvelles,100,,,VSB énergies nouvelles,,,http://www.thewindpower.net/wind-farm-443-tr-meheuc-vestas-v90-2000.php
Tuchan Wind Farm France,France,Please Select,42.915,2.677,9,"Tuchan, Aube, France",Please Select,15,21,,Please Select,VALECO,100,,,VALECO,,,http://www.thewindpower.net/wind-farm-310-tuchan-nordex-n43-600.php
Téterchen Wind Farm France,France,Please Select,49.24,6.5725,9,"Téterchen, Moselle, France",Please Select,6,18,,Please Select,ABO Wind AG,100,,,ABO Wind AG,,,http://www.thewindpower.net/wind-farm-301-t-terchen-repower-md77.php
Vairé Wind Farm France,France,Please Select,46.6029,-1.7885,4,"Vairé, Vendée, France",Please Select,5,8,,Please Select,Régie d'Energie Eolienne  (REE),100,,,Régie d'Energie Eolienne  (REE),,,http://www.thewindpower.net/wind-farm-430-mulini-re-enercon-e48-800.php
Valhuon I Wind Farm France,France,Please Select,50.42,2.38,4,"First, Pas-de-Calais, France",Please Select,2,9,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-287-valhuon-enercon-e70-2000.php
Vanault le Châtel Wind Farm France,France,Please Select,48.87,4.73,8.5,"Vanault le Châtel, Marne, France",Please Select,10,17,,Please Select,Séchilienne-Sidec,100,,,Séchilienne-Sidec,,,http://www.thewindpower.net/wind-farm-380-vanault-le-ch-tel-gamesa-g58-850.php
Varimpré Wind Farm France,France,Please Select,49.8015,1.5132,12.5,"Callengeville, Seine-Maritime, France",Please Select,5,27,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-263-varimpr-nordex-n90-2500.php
Vaudeville le Haut Wind Farm France,France,Please Select,48.4477,5.6028,8,"Vaudeville le Haut, Meuse, France",Please Select,4,17.5,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-3354-vaudeville-le-haut-nd-nd.php
Vauvillers Wind Farm France,France,Please Select,49.8411,2.7131,12,"Vauvillers, Lihons, Somme, France",Please Select,6,26,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-220-vauvilliers-vestas-v80-2000.php
Vaux lès Mouzon Wind Farm France,France,Please Select,49.5975,5.124,6.9,"Vaux lès Mouzon, Ardennes, France",Please Select,3,14,,Please Select,juwi,100,,,juwi,,,http://www.thewindpower.net/wind-farm-3245-vaux-les-mouzon-enercon-e70-2300.php
Viertiville Wind Farm France,France,Please Select,47.9,1.45,11.5,"Binas, Loir-et-Cher, France",Please Select,5,24,,Please Select,ERG Renew / Enerfrance,100,,,ERG Renew / Enerfrance,,,http://www.thewindpower.net/wind-farm-578-viertiville-nordex-n90-2300.php
Villeselve Wind Farm France,France,Please Select,49.6958,3.0868,6,"Villeselve, Oise, France",Please Select,3,13.2,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-235-le-champ-vert-repower-mm82.php
Villesèque Wind Farm France,France,Please Select,43.02,2.87,55.2,"Villesèque des Corbières, Couloumi, Aube, France",Please Select,24,129,,Please Select,"EDF Energies Nouvelles, JMB Energie",100,,,"EDF Energies Nouvelles, JMB Energie",,,http://www.thewindpower.net/wind-farm-595-villeseque-des-corbieres-enercon-e70-2300.php
Vouthon Haut Wind Farm France,France,Please Select,48.476,5.6188,12,"Vouthon Haut, Meuse, France",Please Select,5,25,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-3350-vouthon-haut-nd-nd.php
Welling Wind Farm France,France,Please Select,49.19,6.52,10,"Boulay Moselle, Moselle, France",Please Select,4,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-82-welling-nordex-n90-2500.php
Widehem Wind Farm France,France,Please Select,50.58,1.64,4.5,"Widehem, Pas-de-Calais, France",Please Select,6,10,,Please Select,Française d’Eoliennes,100,,,Française d’Eoliennes,,,http://www.thewindpower.net/wind-farm-35-widehem-jeumont-j48-750.php
Xambes Wind Farm France,France,Please Select,45.8197,0.0966,12.5,"Xambes, Charente, France",Please Select,5,26,,Please Select,ABO Wind AG,100,,,ABO Wind AG,,,http://www.thewindpower.net/wind-farm-2687-xambes-nordex-n90-2500.php
Agios Georgios Alexandroupoli Wind Farm Greece,Greece,Operating Fully,40.960479,25.94926,,"Avas,  Alexandroupoli, Evros, Greece",Please Select,15,,,Please Select,,,,,,,,
CHYLOS Wind Farm Greece,Greece,Operating Fully,40.96781,26.0954,11.7,"Evros, Greece",Mountain Ridge,5,,,National Grid,TERNA ENERGY (GREECE),,,,Terna Energy,,,http://www.terna-energy.com/activities/?EntryId=8414ad66-d0b5-4b0e-b4be-4d79001d1950&catid=67e8558e-78c1-44cc-9d53-56994d9e6f7e&countryId=5a53c3a7-cff0-49a4-ba90-5538b3418e40
MIKRO DERBENI Wind Farm Greece,Greece,Operating Fully,40.96534,25.97042,,"Evros, Greece",Mountain Ridge,15,,,National Grid,,,,,,,,
Lamma Winds Power Station,Hong Kong,Please Select,22.22530211,114.1235813,0.8,"Tai Ling, Lamma Island, Islands, Hong Kong",Please Select,1,,,Please Select,Hongkong Electric (HEC),,,,Hongkong Electric (HEC),,,http://www.heh.com/hehWeb/MajorGroupCompanies/TheHongKongElectricCompanyLimited/RenewableEnergy/ExhibitionCentre/LammaWinds_en.htm
Cape Comorim I Wind Farm,India,Please Select,8.20520392,77.56570816,68,"Cape Comorim, Tamil Nadu, India",Please Select,166,,,Please Select,Aban Lloyd Chiles Offshore Ltd,,,,,,,sources of information and References
Chennai Mohan Wind Farm,India,Please Select,11,78,15,"Chennai, Tamil Nadu, India",Please Select,,,,Please Select,Mohan Breweries Distilleries Ltd.,,,,,,,sources of information and References
Gujdimangalam Wind Farm,India,Please Select,11,78,21,"Gujdimangalam, Tamil Nadu, India",Please Select,,,,Please Select,Gujdimangalam Wind Farm,,,,,,,sources of information and References
Hyderabad APSRTC Wind Farm,India,Please Select,17,79,10,"Ramagiri in Ananthapur district, Andhra Pradesh, Ind, India",Please Select,,,,Please Select,Andhra Pradesh State Rapid Transit Corp.,,,,Andhra Pradesh State Rapid Transit Corp.,,,http://www.apsrtc.net/Events/Photo_Gallery/Infrastructure.htm
Jamgudrani MP 	Wind Farm,India,Please Select,22.98333333,76.16666667,14,"Dewas, Madhya Pradesh, India",Please Select,20,,,Please Select,MP Windfarms Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Jogmatti BSES Wind Farm,India,Please Select,14.10769831,76.39129511,14,"Chitradurga Dist., Karnataka, India",Please Select,,,,Please Select,BSES Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Kappadagagudda Wind Farm,India,Please Select,15.23333333,75.71666667,5,"Gadag Dist., Karnataka, India",Please Select,20,,,Please Select,,,,,,,,http://www.karnatakapower.com/projects.asp
Kayathar Subhash 	Wind Farm,India,Please Select,8.916601352,77.71897751,30,"Kayathar, Tamil Nadu, India",Please Select,,,,Please Select,Subhash Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Kethanur Wind Farm,India,Please Select,10.91666667,77.25,11,"Kethanur, Tamil Nadu, India",Please Select,,,,Please Select,Kethanur Wind Farm,,,,,,,http://www.windpowerindia.com/statwind2.html
Lamda Danida Wind Farm,India,Please Select,21.90188931,69.28503762,15,"Lamda, Gujarat, India",Please Select,,,,Please Select,Danida India Ltd.,,,,,,,sources of information and References
Muppandal Madras 	Wind Farm,India,Please Select,8.258516475,77.54290891,10,"Muppandal, Tamil Nadu, India",Please Select,,,,Please Select,Madras Cements Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Muppandal Wind Farm,India,Please Select,8.259617741,77.53674587,22,"Muppandal, Tamil Nadu, India",Please Select,,,,Please Select,Muppandal Wind Farm,,,,,,,sources of information and References
Perungudi Newam 	Wind Farm,India,Please Select,8.167420633,77.54794506,12,"Perungudi, Tamil Nadu, India",Please Select,,,,Please Select,Newam Power Company Ltd.,,,,,,,sources of information and References
Poolavadi Chettinad Wind Farm,India,Please Select,10.73333333,77.28333333,10,"Poolavadi, Tamil Nadu, India",Please Select,,,,Please Select,Chettinad Cement Corp. Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Putluru RCI Wind Farm,India,Please Select,17,79,20,"Kadavukalle, Putluru, Andhra Pradesh, India",Please Select,,,,Please Select,Wescare (India) Ltd.,,,,,,,sources of information and References
Ramakkalmedu Wind Farm,India,Please Select,9.816666667,77.23333333,25,"Ramakkalmedu, Kerala, India",Please Select,20,,,Please Select,Subhash Ltd.,,,,,,,sources of information and References
Supa Wind Farm,India,Please Select,19.01666667,74.53333333,2,"Supa, Maharashtra, India",Please Select,2,,,Please Select,Suzlon Energy Ltd.,,,,Tata Motors Limited,,,http://www.windpowerindia.com/statwind2.html
Vankusawade Wind Farm,India,Please Select,17.47958969,73.83476692,259,"East of Koyna Reservoir, Satara Dist., Maharashtra, India",Please Select,20,,,Please Select,Suzlon Energy Ltd.,,,,,,,http://www.windpowerindia.com/statwind2.html
Ratrussan-Bindoo Wind Farm Ireland,Ireland,Operating Fully,54.0038,-7.1183,48,"Ratrussan-Bindoo, Cavan, Ireland",Farmland,32,120,,Please Select,Airtricity,,,,Airtricity,,,http://www.iwea.com/index.cfm/page/bycounty/id/14
Benaiciai Wind Farm Lithuania,Lithuania,Operating Fully,56.0885,21.2636,16.5,"Benaiciai, Klaipeda, Lithuania",Farmland,6,41.7,4,National Grid,,,,,Achemos Hidrostotys,,,http://www.kirj.ee/public/oilshale_pdf/2011/issue_1s/Oil-2011-1-203-213.pdf
Rudaiciai (Vydmantai) Wind Farm Lithuania,Lithuania,Operating Fully,55.9152,21.1745,30,"Vydmantai, Klaipeda, Lithuania",Farmland,15,74,2.5,Please Select,,,,,JSC Veju Spektras,,,http://www.lvea.lt/index.php/en/p/association/wind-farms-
Silute (Mockiai) Wind Farm Lithuania,Lithuania,Operating Fully,55.4747,21.335,12,"Mockiai (N of Silute), Klaipeda, Lithuania",Please Select,,38,,Please Select,,,,New Energy Group (NEG),JSC Iverneta,,,http://www.neg.lt/index.php/en/vjo-energija/vjo-elektrini-kompleksai
Sudenai Wind Farm Lithuania,Lithuania,Operating Fully,56.08445,21.21975,15,"Sudenai and Lendimai Villages, Kretingos County, Klaipeda, Lithuania",Farmland,7,35.5,,Please Select,,,,,4energia UAB (LLC) (OU Nelja Energia subsidiary),,,http://www.4energia.ee/en/projects/sudenai-wind-farm/  and  http://ji.unfccc.int/UserManagement/FileStorage/UEHOBGRNYTM734ZC89AQ2J0FL6KPD5
Al Koudia Al Baida (Abdelkhalek Torres) Wind Farm Morocco,Morocco,Operating Fully,35.8184,-5.4538,53.9,"Al Koudia Al Baida, Tanger-Tetouan, Morocco",Please Select,88,225,,National Grid,Office National de l\'Electricite (ONE),,Government,,Office National de l\'Electricite (ONE),,,http://www.riaed.net/IMG/pdf/L_energie_eolienne_au_Maroc.pdf
Cap Sim (Essaouira) Wind Farm Morocco,Morocco,Operating Fully,31.3929,-9.7991,60.35,"16 km South of Essouira, Marrakech-Tensift-El Haouz, Morocco",Please Select,71,210,,Please Select,Office National de l\'Electricite (ONE),,,,Office National de l\'Electricite (ONE),,,http://www.rcreee.org/Library_New/PDF/20100329-0402_Morocco_Wind/29_March/MustaphaEnzili_CEDR.pdf
Lafarge Cement (Tetouan) Wind Farm Morocco,Morocco,Operating Fully,35.611,-5.432,32.2,"NW of Tetouan, Tanger-Tetouan, Morocco",Please Select,23,115,,National Grid,Lafarge Group,,,,,,,http://cdm.unfccc.int/Projects/DB/DNV-CUK1123244454.33
Tangier (Dhar Saadane) Wind Farm Morocco,Morocco,Operating Fully,35.6467,-5.6078,140,"Dhar Saadane, Tanger-Tetouan, Morocco",Please Select,165,526,,National Grid,Office National de l\\\'Electricite (ONE),,,,Office National de l\\\'Electricite (ONE),,,http://www.rcreee.org/Library_New/PDF/20100329-0402_Morocco_Wind/29_March/MustaphaEnzili_CEDR.pdf
EPZ Wind Farm Netherlands,Netherlands,Please Select,51.438785,3.703467497,24.05,"Borsele, Zeeland, Netherlands","Developed, for other Purpose",7,55,,National Grid,EPZ,,,,EPZ,,,http://epz.nl/onze-windmolens
Haringvliet Wind Farm Netherland,Netherlands,Operating Fully,51.8412,4.0606,3.6,"Along N57 Highway, Haringvlietdam, Hellevoetsluis","Developed, for other Purpose",6,,,Please Select,Triodos Bank Group (Zeist),,,,E-Connection,,,http://www.e-connection.nl/en/wind-farm-haringvliet
Jacobahaven Wind Farm Netherlands,Netherlands,Operating Fully,51.5975,3.6848,9,"V, Noord-Beveland, Zeeland, Netherlands",Please Select,3,30,,National Grid,Triodos Bank Group (Zeist),,,,Windpark Zeeland I BV (E-Connection),,,http://www.e-connection.nl/en/wind-farm-jacobahaven
Prinses Amalia (Q7) Wind Farm Netherlands,Netherlands,Operating Fully,52.588,4.223,120,"North Sea, Noord-Holland, Netherlands",Offshore,60,435,,National Grid,Eneco,,,,Eneco,,,http://www.4coffshore.com/windfarms/prinses-amaliawindpark-netherlands-nl01.html
Roggeplaat Wind Farm Netherlands,Netherlands,Operating Fully,51.653,3.721,4.8,"Roggenplaat Island, Schouwen-Duiveland, Zeeland, Netherlands","Developed, for other Purpose",12,11.1,,Please Select,Triodos Bank Group (Zeist),,,,E-Connection,,,http://www.e-connection.nl/en/wind-farm-roggeplaat
Vlissingen Wind Farm Netherlands,Netherlands,Operating Fully,51.4414,3.6093,1.575,"Near ferry landing of Vlissingen, Zeeland, Netherlands","Developed, for other Purpose",7,3.1,,Please Select,Triodos Bank Group (Zeist),,Private,,Windpark Zeeland I BV (E-Connection),,,http://www.e-connection.nl/en/wind-farm-vlissingen
Hau Nui Wind Farm New Zealand,New Zealand,Operating Fully,-41.3617,175.4851,8.65,"Range Road, 20km South of  Martinborough, Wellington, New Zealand",Please Select,15,,2.5,National Grid,Genesis Energy,,Private,,Genesis Energy,,,http://www.genesisenergy.co.nz/genesis/index.cfm?1411EE55-C653-927E-E705-FC5D2A0054EB
Mahinerangi Wind Farm New Zealand,New Zealand,Please Select,-45.7854,169.9205,36,"70 km west of Dunedin, Otago, New Zealand",Grazing Land,12,105,,National Grid,TrustPower,,,,TrustPower,,,http://www.trustpower.co.nz/index.php?section=422
Tararua Wind Farm New Zealand,New Zealand,Operating Fully,-40.3453,175.7808,161,"Palmerston North, Manawatu-Wanganui, New Zealand",Grazing Land,134,620,,Please Select,TrustPower,,Private,,TrustPower,,,http://windenergy.org.nz/nz-wind-farms/operating-wind-farms/tararua
Te Apiti Wind Farm New Zealand,New Zealand,Operating Fully,-40.299,175.8169,90.75,"Saddle Road, Ashhurst, Manawatu-Wanganui, New Zealand",Grazing Land,55,,,National Grid,Meridian Energy,,Private,,Meridian Energy,,,http://windenergy.org.nz/nz-wind-farms/operating-wind-farms/te-apiti
Te Rere Hau Wind Farm New Zealand,New Zealand,Operating Fully,-40.3855,175.7287,48.5,"11km E of Palmerston North, Manawatu-Wanganui, New Zealand",Please Select,97,,,Regional Grid,NZ Windfarms,,Private,,NZ Windfarms,,,http://www.nzwindfarms.co.nz/our-windfarms/te-rere-hau-wind-farm
Te Uku Wind Farm New Zealand,New Zealand,Operating Fully,-37.8847,174.9774,64.4,"SW of Raglan, Waikato, New Zealand",Farmland,28,250,4,Please Select,Meridian Energy,,,,Meridian Energy,,,http://www.meridianenergy.co.nz/what-we-do/our-projects/north-island/project-te-uku-wind-farm
West Wind Wind Farm New Zealand,New Zealand,Operating Fully,-41.2678,174.6779,142.6,"Terawhiti Station, Between Ohau Bay and Cave Bay, Wellington, New Zealand",Mountain Ridge,62,,3.9,National Grid,Meridian Energy,,Privat,,Meridian Energy,,,http://www.meridianenergy.co.nz/what-we-do/our-power-stations/wind/west-wind/
White Hill Wind Farm New Zealand,New Zealand,Operating Fully,-45.7625,168.2852,58,"6km SE of Mossburn, Southland, New Zealand",Forest,29,,4,National Grid,Meridian Energy,,Private,,Meridian Energy,,,http://www.meridianenergy.co.nz/what-we-do/our-power-stations/wind/white-hill/
Amayo Wind Farm Nicaragua,Nicaragua,Operating Fully,11.342,-85.7325,63,"Near San Juan del Sur, Rivas, Nicaragua",Farmland,30,267,,National Grid,AEI,61.35,,,"Consorcio Eolico Amayo, S.A.",,"Central American Bank for Economic Integration (BCIE), the Guatemalan Centrans Energy Services and the American Arctas Capital Group",http://www.aeienergy.com/default.asp?Mode=DirectoryDisplay&id=400
Blue Power & Energy Wind Farm Nicaragua,Nicaragua,Operating Fully,11.4025,-85.7834,39.6,"Pan American Highway, Rivas, Nicaragua",Farmland,22,138,,National Grid,Blue Power & Energy S.A.,,,,Blue Power & Energy S.A.,,,http://www.bluepowerenergy.com/index.php?option=com_content&view=article&id=64&Itemid=134&lang=es
Eolo Wind Farm Nicaragua,Nicaragua,Operating Fully,11.3671,-85.7534,44,"Pan American Highway (124 km mark), Rivas, Nicaragua",Farmland,22,,,Please Select,Globeleq Generation Limited (Globeleq),,,,Eolo de Nicaragua S.A.,,"FMO, The Netherlands Development Finance Company; Proparco; DEG",http://www.globeleq.com/portfolio/operating_assets/12/Eolo
Kamiensk Wind Power Plant,Poland,Operating Fully,51.2166,19.433333,30,"rehabilitated dump outside Belchatow Mine, Lodzkie, Polan",Waste Land,15,,,National Grid,ELEKTROWNIE SZCZYTOWO-POMPOWE S.A.,50,,,"\""Elektrownia Wiatrowa Kamiensk Sp. z o.o.",,,http://pl.wikipedia.org/wiki/Elektrownia_Wiatrowa_Kamie%C5%84sk
Gangwon Wind Farm (GaWiP) South Korea,Republic of Korea,Operating Fully,37.7314,128.7443,98,"eastern part of the Pyeongchang-Gun, Gangwon Province, Republic of Korea",Mountain Ridge,,244.4,,National Grid,UNISON Company Ltd,,,"Lahmeyer International, UNISON Company Ltd",Gangwon Wind Power Company Ltd,,,http://cdm.unfccc.int/UserManagement/FileStorage/C8M4S86GTVS0T8R4Q0JAI3VFN8X5G7
Haengwon Wind Farm South Korea,Republic of Korea,Operating Fully,33.5589,126.8189,9.8,"Haengwon, Jeju-do, Republic of Korea",Farmland,15,,4,Regional Grid,Jeju Special Self- Governing Province,100,Government Provincial,,Jeju Special Self- Governing Province,,,http://cdm.unfccc.int/Projects/DB/KFQ1191913605.18/view  and  http://www.jejuweekly.com/news/articleView.html?idxno=787
Hangyeong (Hankyung) Wind Farm South Korea,Republic of Korea,Operating Fully,33.3415,126.166,21,"Hallim, Jeju-do, Republic of Korea",Sea Shore,9,52,4,Regional Grid,Korea Southern Power Company Ltd,,,,Korea Southern Power Company Ltd,,,http://www.kospo.co.kr/ENGLISH/introduction/currents_01.htm
Samdal Wind Farm South Korea,Republic of Korea,Operating Fully,33.3951,126.82118,33,"Samdal, Jeju-do, Republic of Korea",Farmland,11,89,4,Regional Grid,Hanshin Energy Company Ltd,,Private,KEPCO,Hanshin Energy Company Ltd,,,http://cdm.unfccc.int/Projects/DB/DNV-CUK1302063875.34/view
Sungsan (Seongsan) Wind Farm South Korea,Republic of Korea,Operating Fully,33.4446,126.8326,20,"Sung san-eup, Jeju-do, Republic of Korea",Farmland,10,49,4,Regional Grid,Korea Southern Power Company Ltd,100,Government,KOPEC,Korea Southern Power Company Ltd,,,http://cdm.unfccc.int/Projects/Validation/DB/560HUYQIOS3Y43YK2ZSKR09VC2QFW8/view.html
Taegisan Wind Farm South Korea,Republic of Korea,Operating Fully,37.4395,128.2698,40,"Between Hoengseong-gun and  Pyeongchang-gun, Gangwon-do, Republic of Korea",Mountain Ridge,20,99,5.2,National Grid,POSCO Engineering and Construction Company Ltd,50,,,Taegisan Wind Power Corporation,,,http://cdm.unfccc.int/Projects/DB/KFQ1226904451.62/view
Yangyang Wind Power Plant South Korea,Republic of Korea,Operating Fully,38.02082,128.4965,3,"Yangyang, Gangwon-do, South Korea","Developed, for other Purpose",2,,,National Grid,Korea Electric and Power Company (KEPCO),,,,Korea Midland Power Co KOMIPO (Subsidiary of KEPCO),,,http://www.komipo.co.kr/english/   (Also see annual reports)  and  http://cdm.unfccc.int/Projects/DB/KEMCO1164782591.86/view
Yeongyang (Yongyang) Wind Farm South Korea,Republic of Korea,Operating Fully,36.5692,129.2363,61.5,"Maengdong mountain area in Yeongyang-gun, Gyungsangbuk-do, Republic of Korea",Mountain Ridge,41,181,4,National Grid,Acciona Energia s.a. Spain,100,Private,,Acciona Spain,,,http://cdm.unfccc.int/Projects/DB/KFQ1210856027.26/view
Youngduk Wind Farm South Korea,Republic of Korea,Operating Fully,36.4198,129.4195,39.6,"Youngduk, Gyeongsangbuk-do, Republic of Korea",Forest,24,96.68,3,National Grid,Unison Company Ltd,,,"Unison Company Ltd, Daewoo Engineering",Youngduk Wind Power Company Ltd,,,http://cdm.unfccc.int/UserManagement/FileStorage/XH4MZ6TAOURT6745ZMBZEGWQH6QVUS
