Word,Audio,Category
crunch,https://upload.wikimedia.org/wikipedia/commons/1/14/En-us-crunch.ogg,verb
crutch,,
cry,https://upload.wikimedia.org/wikipedia/commons/0/02/En-us-cry.ogg,verb
cryptic,,
crystallize,https://upload.wikimedia.org/wikipedia/commons/6/6e/En-us-crystalize.ogg,verb
crystals,,
cub,https://upload.wikimedia.org/wikipedia/commons/a/ac/En-us-cub.ogg,noun
cube,https://upload.wikimedia.org/wikipedia/commons/f/f5/En-us-cube.ogg,noun
cubic,,
cucumber,https://upload.wikimedia.org/wikipedia/commons/5/5e/En-us-cucumber.ogg,noun
cuddle,,
cuff,,
cupcakes,,
cupful,,
cups,,
curl,https://upload.wikimedia.org/wikipedia/commons/6/6e/En-us-curl.ogg,noun
currant,https://upload.wikimedia.org/wikipedia/commons/1/1a/En-uk-currant.ogg,noun
current,https://upload.wikimedia.org/wikipedia/commons/5/56/En-us-current.ogg,noun
cuss,,
cussed,,
customer,,
cuts,,
daddy,https://upload.wikimedia.org/wikipedia/commons/f/f3/En-us-daddy.ogg,noun
daf,,
daff,,
Dale s,,
dam,https://upload.wikimedia.org/wikipedia/commons/5/5f/En-us-dam.ogg,noun
Daniel,,
dank,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0a/En-us-dank.ogg/En-us-dank.ogg.mp3,verb
dap,,
dapt,,
darling,https://upload.wikimedia.org/wikipedia/commons/f/f0/En-us-darling.ogg,noun
dates,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/cc/En-us-dates.ogg/En-us-dates.ogg.mp3,noun
daughter,https://upload.wikimedia.org/wikipedia/commons/2/22/En-us-daughter.ogg,noun
daunt,,
Dave s,,
daylight,https://upload.wikimedia.org/wikipedia/commons/e/e7/En-us-daylight.ogg,noun
dead,https://upload.wikimedia.org/wikipedia/commons/5/58/En-us-dead.ogg,adjective
dean,,
dear,https://upload.wikimedia.org/wikipedia/commons/0/0f/En-us-dear.ogg,adjective
Debby,,
decade,https://upload.wikimedia.org/wikipedia/commons/f/fa/En-us-decade.ogg,noun
decal,,
decides,,
deck,https://upload.wikimedia.org/wikipedia/commons/c/ca/En-us-deck.ogg,noun
decode,,
deduct,,
deed,https://upload.wikimedia.org/wikipedia/commons/0/0b/En-us-deed.ogg,noun
defend,https://upload.wikimedia.org/wikipedia/commons/4/4c/En-us-defend.ogg,verb
defensive,,
deferment,,
definitely,https://upload.wikimedia.org/wikipedia/commons/c/c0/En-us-definitely.ogg,adverb
deft,https://upload.wikimedia.org/wikipedia/commons/9/95/En-us-deft.ogg,adjective
defy,https://upload.wikimedia.org/wikipedia/commons/8/85/En-us-defy.ogg,noun
delight,https://upload.wikimedia.org/wikipedia/commons/2/2a/En-us-delight.ogg,noun
delinquent,,
delta,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3e/En-us-delta.ogg/En-us-delta.ogg.mp3,noun
delve,https://upload.wikimedia.org/wikipedia/commons/9/91/En-us-delve.ogg,verb
democrat,,
demolish,https://upload.wikimedia.org/wikipedia/commons/5/59/En-us-demolish.ogg,verb
denial,https://upload.wikimedia.org/wikipedia/commons/3/34/En-us-denial.ogg,noun
dent,,
department,https://upload.wikimedia.org/wikipedia/commons/c/ca/En-us-department.ogg,noun
depends,https://upload.wikimedia.org/wikipedia/commons/3/34/En-us-depends.ogg,verb
deposit,https://upload.wikimedia.org/wikipedia/commons/9/97/En-us-deposit.ogg,noun
design,https://upload.wikimedia.org/wikipedia/commons/7/74/En-us-design.ogg,noun
designs,https://upload.wikimedia.org/wikipedia/commons/0/0c/En-us-designs.ogg,noun
destroy,https://upload.wikimedia.org/wikipedia/commons/0/0c/En-us-destroy.ogg,verb
destroyer,,
detest,https://upload.wikimedia.org/wikipedia/commons/0/09/En-us-detest.ogg,verb
detests,,
deuce,https://upload.wikimedia.org/wikipedia/commons/c/c1/En-us-deuce.ogg,noun
dev,,
dice,https://upload.wikimedia.org/wikipedia/commons/9/9f/En-us-dice.ogg,noun
Dick,,
die,https://upload.wikimedia.org/wikipedia/commons/e/ed/En-us-die.ogg,verb
dif,,
diff,,
diffuse,https://upload.wikimedia.org/wikipedia/commons/1/1e/En-us-diffuse-verb.ogg,verb
dim,https://upload.wikimedia.org/wikipedia/commons/7/71/En-us-dim.ogg,adjective
dimes,,
dimple,,
dip,,
disconnect,,
discount,https://upload.wikimedia.org/wikipedia/commons/1/11/En-us-discount.ogg,verb
discredit,https://upload.wikimedia.org/wikipedia/commons/c/ca/En-us-discredit.ogg,verb
discuss,https://upload.wikimedia.org/wikipedia/commons/b/bf/En-us-discuss.ogg,verb
discussed,,
disk,https://upload.wikimedia.org/wikipedia/commons/8/8c/En-us-disk.ogg,noun
dislike,https://upload.wikimedia.org/wikipedia/commons/f/fd/En-us-dislike.ogg,noun
dislikes,,
dismiss,https://upload.wikimedia.org/wikipedia/commons/9/9d/En-us-dismiss.ogg,verb
dispose,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/ed/En-us-dispose.ogg/En-us-dispose.ogg.mp3,verb
dispute,https://upload.wikimedia.org/wikipedia/commons/3/32/En-us-dispute.ogg,noun
disrespect,,
disruptive,,
diss,,
dist,,
distinctive,https://upload.wikimedia.org/wikipedia/commons/2/20/En-us-distinctive.ogg,adjective
disturbing,,
ditch,https://upload.wikimedia.org/wikipedia/commons/6/6b/En-us-ditch.ogg,noun
dives,,
diz,,
dodge,https://upload.wikimedia.org/wikipedia/commons/b/b7/En-us-dodge.ogg,verb
dollar,https://upload.wikimedia.org/wikipedia/commons/3/3e/En-us-dollar.ogg,noun
dolphin,https://upload.wikimedia.org/wikipedia/commons/6/6f/En-us-dolphin.ogg,noun
dolphins,,
dom,,
doodle,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c8/En-us-doodle.ogg/En-us-doodle.ogg.mp3,noun
doom,https://upload.wikimedia.org/wikipedia/commons/2/27/En-us-doom.ogg,noun
door,https://upload.wikimedia.org/wikipedia/commons/c/ce/En-uk-door.ogg,noun
dorm,,
Dot,,
dove,https://upload.wikimedia.org/wikipedia/commons/d/d1/En-us-dove-noun.ogg,noun
dox,,
dozen,https://upload.wikimedia.org/wikipedia/commons/0/0c/En-us-dozen.ogg,noun
drab,,
draf,,
dragnet,,
drain,https://upload.wikimedia.org/wikipedia/commons/9/9a/En-us-drain.ogg,noun
drained,https://upload.wikimedia.org/wikipedia/commons/0/00/En-us-drained.ogg,adjective
dram,,
drank,https://upload.wikimedia.org/wikipedia/commons/8/80/En-us-drank.ogg,noun
drape,,
drapes,,
dras,,
drastic,https://upload.wikimedia.org/wikipedia/commons/8/8c/En-us-drastic.ogg,adjective
drawl,,
drawn,https://upload.wikimedia.org/wikipedia/commons/7/7f/En-us-drawn.ogg,verb
dreadful,https://upload.wikimedia.org/wikipedia/commons/1/1b/En-us-dreadful.ogg,adjective
dreamed,https://upload.wikimedia.org/wikipedia/commons/d/d3/En-us-dreamed.ogg,verb
dreamy,,
drench,,
dressed,https://upload.wikimedia.org/wikipedia/commons/b/bc/En-us-dressed.ogg,verb
driff,,
drill,https://upload.wikimedia.org/wikipedia/commons/e/e5/En-us-drill.ogg,verb
drilled,,
drinks,,
drip,,
drizzle,https://upload.wikimedia.org/wikipedia/commons/b/b7/En-us-drizzle.ogg,verb
drizzles,,
drops,https://upload.wikimedia.org/wikipedia/commons/7/75/En-us-drops.ogg,noun
drought,,
drowsy,https://upload.wikimedia.org/wikipedia/commons/5/53/En-us-drowsy.ogg,adjective
drug,https://upload.wikimedia.org/wikipedia/commons/3/35/En-us-drug.ogg,noun
drunk,https://upload.wikimedia.org/wikipedia/commons/2/27/En-us-drunk.ogg,adjective
dub,,
Dublin,,
duct,https://upload.wikimedia.org/wikipedia/commons/9/98/En-us-duct.ogg,noun
due,https://upload.wikimedia.org/wikipedia/commons/2/2b/En-us-due.ogg,adjective
dueling,,
duff,,
dumb,https://upload.wikimedia.org/wikipedia/commons/b/be/En-ca-dumb.oga,adjective
dumped,,
dunk,,
duty,https://upload.wikimedia.org/wikipedia/commons/6/66/En-us-duty.ogg,noun
ear,https://upload.wikimedia.org/wikipedia/commons/9/9a/En-ca-ear.ogg,noun
earthenware,,
earthquakes,,
economic,,
economy,https://upload.wikimedia.org/wikipedia/commons/4/49/En-us-economy.ogg,noun
Ed,,
edits,,
educate,https://upload.wikimedia.org/wikipedia/commons/a/a4/En-us-educate.ogg,verb
educator,,
educator s,,
eek,,
eels,,
eighteenth,https://upload.wikimedia.org/wikipedia/commons/7/70/En-us-eighteenth.ogg,adjective
eightieth,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4a/En-us-eightieth.ogg/En-us-eightieth.ogg.mp3,adjective
eighty,https://upload.wikimedia.org/wikipedia/commons/6/62/En-us-eighty.ogg,numeral
either,https://upload.wikimedia.org/wikipedia/commons/0/03/En-uk-either.ogg,determiner
elastic,https://upload.wikimedia.org/wikipedia/commons/5/54/En-us-elastic.ogg,adjective
eleven,https://upload.wikimedia.org/wikipedia/commons/d/db/En-us-eleven.ogg,numeral
elf,https://upload.wikimedia.org/wikipedia/commons/d/d6/En-us-elf.ogg,noun
Elizabeth,,
Ellen,,
else,https://upload.wikimedia.org/wikipedia/commons/8/80/En-us-else.ogg,adjective
embassy,https://upload.wikimedia.org/wikipedia/commons/8/80/En-us-embassy.ogg,noun
emblem,https://upload.wikimedia.org/wikipedia/commons/2/25/En-us-emblem.ogg,noun
Emilie,,
Emma,,
employ,https://upload.wikimedia.org/wikipedia/commons/7/71/En-us-employ.ogg,noun
employer,,
employment,https://upload.wikimedia.org/wikipedia/commons/e/e6/En-us-employment.ogg,noun
empty,https://upload.wikimedia.org/wikipedia/commons/b/b9/En-us-empty.ogg,adjective
enclose,https://upload.wikimedia.org/wikipedia/commons/e/e4/En-ca-synth-enclose.ogg,verb
enemy,https://upload.wikimedia.org/wikipedia/commons/3/38/En-us-enemy.ogg,noun
England,,
entering,https://upload.wikimedia.org/wikipedia/commons/7/70/En-us-entering.ogg,verb
enters,,
entirely,https://upload.wikimedia.org/wikipedia/commons/4/45/En-us-entirely.ogg,adverb
entrap,,
entrust,,
entrusts,,
equality,,
errand,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0d/En-us-errand.ogg/En-us-errand.ogg.mp3,noun
escort,,
establish,https://upload.wikimedia.org/wikipedia/commons/9/9c/En-us-establish.ogg,verb
etch,,
ethic,,
Europe,,
evaluate,,
exam,https://upload.wikimedia.org/wikipedia/commons/d/d0/En-uk-an_exam.ogg,noun
exclude,https://upload.wikimedia.org/wikipedia/commons/0/04/En-us-exclude.ogg,verb
exempt,https://upload.wikimedia.org/wikipedia/commons/7/74/En-us-exempt.ogg,adjective
exhale,https://upload.wikimedia.org/wikipedia/commons/2/2b/En-us-exhale.ogg,verb
exit,https://upload.wikimedia.org/wikipedia/commons/5/57/En-us-exit.ogg,noun
expands,,
expect,https://upload.wikimedia.org/wikipedia/commons/7/7d/En-us-expect.ogg,verb
expected,https://upload.wikimedia.org/wikipedia/commons/f/f6/En-us-expected.ogg,adjective
explosives,,
expose,https://upload.wikimedia.org/wikipedia/commons/9/9c/En-us-expose.ogg,verb
expressive,https://upload.wikimedia.org/wikipedia/commons/2/2f/En-us-expressive.ogg,adjective
expressly,https://upload.wikimedia.org/wikipedia/commons/9/97/En-us-expressly.ogg,adverb
extract,https://upload.wikimedia.org/wikipedia/commons/a/af/En-us-extract.ogg,noun
extracts,https://upload.wikimedia.org/wikipedia/commons/d/d1/En-us-extracts.ogg,noun
fab,,
fade,,
fail,https://upload.wikimedia.org/wikipedia/commons/1/1b/En-us-fail.ogg,verb
failed,https://upload.wikimedia.org/wikipedia/commons/0/06/En-us-failed.ogg,verb
fairness,,
FALSE,,
falter,,
fame,https://upload.wikimedia.org/wikipedia/commons/c/c3/En-us-fame.ogg,noun
famish,,
famous,https://upload.wikimedia.org/wikipedia/commons/8/89/En-us-famous.ogg,adjective
fan,,
fanfare,https://upload.wikimedia.org/wikipedia/commons/b/ba/En-us-fanfare.ogg,noun
fang,,
fangs,,
fare,https://upload.wikimedia.org/wikipedia/commons/5/53/En-us-fare.ogg,noun
farewell,https://upload.wikimedia.org/wikipedia/commons/c/c2/En-us-farewell.ogg,noun
farmer,https://upload.wikimedia.org/wikipedia/commons/2/21/En-us-farmer.ogg,noun
fass,,
fastest,,
fate,https://upload.wikimedia.org/wikipedia/commons/f/f3/En-us-fate.ogg,noun
faucet,https://upload.wikimedia.org/wikipedia/commons/5/53/En-us-faucet.ogg,noun
fav,,
fawn,,
faxes,,
Fay,,
faze,,
fear,https://upload.wikimedia.org/wikipedia/commons/d/df/En-us-fear.ogg,noun
feared,https://upload.wikimedia.org/wikipedia/commons/c/c0/En-us-feared.ogg,adjective
fee,https://upload.wikimedia.org/wikipedia/commons/4/40/En-us-fee.ogg,noun
feeds,,
feeling,https://upload.wikimedia.org/wikipedia/commons/a/af/En-us-feeling.ogg,adjective
fees,https://upload.wikimedia.org/wikipedia/commons/b/b7/En-us-fees.ogg,noun
feet,https://upload.wikimedia.org/wikipedia/commons/b/b5/En-us-feet.ogg,noun
female,https://upload.wikimedia.org/wikipedia/commons/a/a2/En-us-female.ogg,adjective
fen,,
fend,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/03/En-us-fend.ogg/En-us-fend.ogg.mp3,noun
fern,https://upload.wikimedia.org/wikipedia/commons/0/02/En-us-fern.ogg,noun
fertilizer,,
fetch,https://upload.wikimedia.org/wikipedia/commons/3/38/En-us-fetch.ogg,verb
fib,,
fidgeted,,
fiend,https://upload.wikimedia.org/wikipedia/commons/2/26/En-us-fiend.ogg,noun
fierce,https://upload.wikimedia.org/wikipedia/commons/8/89/En-us-fierce.ogg,adjective
fiftieth,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b9/En-us-fiftieth.ogg/En-us-fiftieth.ogg.mp3,adjective
figs,,
filch,,
file,https://upload.wikimedia.org/wikipedia/commons/e/e8/En-us-file.ogg,noun
films,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/90/En-us-films.ogg/En-us-films.ogg.mp3,noun
filth,,
fin,https://upload.wikimedia.org/wikipedia/commons/e/e5/En-us-fin.ogg,noun
finch,,
finest,https://upload.wikimedia.org/wikipedia/commons/a/ab/En-us-finest.ogg,adjective
finger,https://upload.wikimedia.org/wikipedia/commons/d/d3/En-us-finger.ogg,noun
fink,,
fir,https://upload.wikimedia.org/wikipedia/commons/6/66/En-uk-fir.ogg,noun
fireball,,
fireside,,
fishes,https://upload.wikimedia.org/wikipedia/commons/0/09/En-uk-fishes.ogg,noun
flab,,
flak,,
flakes,,
flam,,
flame,https://upload.wikimedia.org/wikipedia/commons/1/1c/En-us-flame.ogg,noun
flank,https://upload.wikimedia.org/wikipedia/commons/d/dc/En-us-flank.ogg,verb
flap,https://upload.wikimedia.org/wikipedia/commons/e/e1/En-us-flap.ogg,noun
flashlight,,
flashlights,,
flask,https://upload.wikimedia.org/wikipedia/commons/f/ff/En-us-flask.ogg,noun
flatware,,
flaw,https://upload.wikimedia.org/wikipedia/commons/5/59/En-us-flaw.ogg,noun
flax,,
flea,https://upload.wikimedia.org/wikipedia/commons/f/f9/En-us-flea.ogg,noun
flee,https://upload.wikimedia.org/wikipedia/commons/f/fd/En-us-flee.ogg,verb
fleet,https://upload.wikimedia.org/wikipedia/commons/c/c7/En-us-fleet.ogg,noun
flew,https://upload.wikimedia.org/wikipedia/commons/f/f2/En-us-flew.ogg,noun
flight,https://upload.wikimedia.org/wikipedia/commons/5/54/En-us-flight.ogg,noun
flim,,
flin,,
flinch,,
flinched,,
flips,,
flirt,https://upload.wikimedia.org/wikipedia/commons/2/27/En-us-flirt.ogg,noun
flog,,
floss,https://upload.wikimedia.org/wikipedia/commons/9/92/En-us-floss.ogg,noun
flown,,
flows,https://upload.wikimedia.org/wikipedia/commons/f/f3/En-us-flows.ogg,noun
flue,,
fluke,https://upload.wikimedia.org/wikipedia/commons/9/93/En-us-fluke.ogg,noun
flume,https://upload.wikimedia.org/wikipedia/commons/0/0e/En-us-flume.ogg,noun
flurry,https://upload.wikimedia.org/wikipedia/commons/c/c7/En-us-ne-flurry.ogg,noun
flute,https://upload.wikimedia.org/wikipedia/commons/1/12/En-us-flute.ogg,noun
foal,https://upload.wikimedia.org/wikipedia/commons/9/99/En-us-foal.ogg,noun
foals,,
foamed,,
fod,,
foil,https://upload.wikimedia.org/wikipedia/commons/2/28/En-us-foil.ogg,noun
fold,https://upload.wikimedia.org/wikipedia/commons/7/78/En-us-fold.ogg,verb
folded,,
folk,https://upload.wikimedia.org/wikipedia/commons/0/03/En-us-folk.ogg,adjective
fooled,,
foolish,https://upload.wikimedia.org/wikipedia/commons/7/7c/En-us-foolish.ogg,adjective
forbid,https://upload.wikimedia.org/wikipedia/commons/f/fd/En-us-forbid.ogg,verb
foreign,https://upload.wikimedia.org/wikipedia/commons/7/7e/En-us-foreign.ogg,adjective
forest,https://upload.wikimedia.org/wikipedia/commons/a/ac/En-uk-forest.ogg,noun
forget,https://upload.wikimedia.org/wikipedia/commons/2/2b/En-uk-to_forget.ogg,verb
fork,https://upload.wikimedia.org/wikipedia/commons/9/95/En-us-fork.ogg,noun
form,https://upload.wikimedia.org/wikipedia/commons/6/69/En-us-form.ogg,noun
formulate,,
forth,https://upload.wikimedia.org/wikipedia/commons/d/d7/En-us-forth.ogg,adverb
forty,https://upload.wikimedia.org/wikipedia/commons/3/39/En-us-forty.ogg,numeral
forty-nine,,
fought,,
fourteen,https://upload.wikimedia.org/wikipedia/commons/8/8d/En-us-fourteen.ogg,numeral
foxes,,
foyer,https://upload.wikimedia.org/wikipedia/commons/7/7c/En-ca-foyer.oga,noun
frac,,
frag,,
frail,,
frame,https://upload.wikimedia.org/wikipedia/commons/e/e8/En-us-frame.ogg,verb
Fran,,
Franklin,,
frankly,https://upload.wikimedia.org/wikipedia/commons/4/43/En-us-frankly.ogg,adverb
Fran s,,
fraudulent,,
freckles,,
Frederick,,
freight,https://upload.wikimedia.org/wikipedia/commons/4/48/En-us-freight.ogg,noun
fren,,
fric,,
frill,,
fringe,https://upload.wikimedia.org/wikipedia/commons/a/ab/En-us-fringe.ogg,noun
frisk,,
frogs,,
frost,https://upload.wikimedia.org/wikipedia/commons/c/c0/En-us-frost.ogg,noun
frown,https://upload.wikimedia.org/wikipedia/commons/6/67/En-us-frown.ogg,noun
frus,,
fullback,,
fum,,
fumble,https://upload.wikimedia.org/wikipedia/commons/e/e5/En-us-fumble.ogg,verb
fumbles,,
fume,https://upload.wikimedia.org/wikipedia/commons/9/90/En-us-fume.ogg,noun
fuse,,
fuses,,
fuzz,https://upload.wikimedia.org/wikipedia/commons/1/13/En-us-fuzz.ogg,noun
gaf,,
Gail's,,
gal,,
galley,https://upload.wikimedia.org/wikipedia/commons/6/62/En-us-galley.ogg,noun
gallon,https://upload.wikimedia.org/wikipedia/commons/c/c9/En-us-gallon.ogg,noun
gal,,
gam,,
gamble,,
gambles,,
gan,,
gap,https://upload.wikimedia.org/wikipedia/commons/a/ae/En-us-gap.ogg,noun
garden,https://upload.wikimedia.org/wikipedia/commons/3/37/En-us-garden.ogg,noun
gash,https://upload.wikimedia.org/wikipedia/commons/2/25/En-us-gash.ogg,noun
gasp,https://upload.wikimedia.org/wikipedia/commons/5/5d/En-ca-synth-gasp.ogg,noun
gasped,https://upload.wikimedia.org/wikipedia/commons/6/6f/En-us-gasped.ogg,verb
gates,https://upload.wikimedia.org/wikipedia/commons/4/45/En-us-gates.ogg,noun
gawk,,
gay,https://upload.wikimedia.org/wikipedia/commons/e/ea/En-us-gay.ogg,adjective
gear,,
gem,https://upload.wikimedia.org/wikipedia/commons/9/93/En-us-gem.ogg,noun
Gemini,,
generator,,
genius,https://upload.wikimedia.org/wikipedia/commons/7/76/En-us-genius.ogg,noun
gentle,https://upload.wikimedia.org/wikipedia/commons/4/40/En-us-gentle.ogg,adjective
gentleman,https://upload.wikimedia.org/wikipedia/commons/e/e8/En-us-gentleman.ogg,noun
genuine,https://upload.wikimedia.org/wikipedia/commons/1/15/En-us-genuine.ogg,adjective
geranium,,
geraniums,,
ghastly,https://upload.wikimedia.org/wikipedia/commons/f/fc/En-us-ghastly.ogg,adjective
ghetto,,
ghost,https://upload.wikimedia.org/wikipedia/commons/9/97/En-us-ghost.ogg,noun
ghoul,,
ghouls,,
giblets,,
Gibson,,
gifted,,
gifts,https://upload.wikimedia.org/wikipedia/commons/a/a9/En-us-gifts.ogg,noun
gig,,
gigantic,,
Ginger,,
girlish,https://upload.wikimedia.org/wikipedia/commons/2/21/En-us-girlish.ogg,adjective
gladly,https://upload.wikimedia.org/wikipedia/commons/3/39/En-us-gladly.ogg,adverb
glance,https://upload.wikimedia.org/wikipedia/commons/4/43/En-us-glance.ogg,verb
glass,https://upload.wikimedia.org/wikipedia/commons/d/db/En-uk-a_glass.ogg,noun
glasses,https://upload.wikimedia.org/wikipedia/commons/0/01/En-uk-glasses.ogg,noun
glee,,
Glen,,
glit,,
glitch,,
glob,https://upload.wikimedia.org/wikipedia/commons/d/d5/En-us-glob.ogg,noun
gloom,https://upload.wikimedia.org/wikipedia/commons/9/9a/En-us-gloom.ogg,noun
glove,https://upload.wikimedia.org/wikipedia/commons/4/4b/En-us-glove.ogg,noun
gnat,,
gnats,,
gnaw,https://upload.wikimedia.org/wikipedia/commons/8/86/En-us-gnaw.ogg,verb
goal,https://upload.wikimedia.org/wikipedia/commons/f/f1/En-us-goal.ogg,noun
goat,https://upload.wikimedia.org/wikipedia/commons/0/01/En-us-goat.ogg,noun
goats,,
gobble,https://upload.wikimedia.org/wikipedia/commons/2/2e/En-us-gobble.ogg,verb
goblet,https://upload.wikimedia.org/wikipedia/commons/7/7d/En-us-goblet.ogg,noun
goblets,,
God,,
goodness,https://upload.wikimedia.org/wikipedia/commons/a/aa/En-us-goodness.ogg,noun
goofed,,
goose,https://upload.wikimedia.org/wikipedia/commons/9/98/En-uk-goose.ogg,noun
Gordon,,
gotten,https://upload.wikimedia.org/wikipedia/commons/0/0a/En-us-gotten.ogg,verb
grad,,
graduate,,
graduating,,
Gram's,,
Gran,,
granted,https://upload.wikimedia.org/wikipedia/commons/d/d6/En-us-granted.ogg,verb
grape,https://upload.wikimedia.org/wikipedia/commons/6/62/En-uk-grape.ogg,noun
graph,https://upload.wikimedia.org/wikipedia/commons/2/2c/En-us-graph.ogg,noun
graphic,,
graphics,,
graphs,,
grate,https://upload.wikimedia.org/wikipedia/commons/8/8d/En-us-grate.ogg,noun
grave,https://upload.wikimedia.org/wikipedia/commons/d/d2/En-us-grave.ogg,noun
gravy,https://upload.wikimedia.org/wikipedia/commons/1/1b/En-us-gravy.ogg,noun
graze,https://upload.wikimedia.org/wikipedia/commons/b/bd/En-us-graze.ogg,noun
greed,https://upload.wikimedia.org/wikipedia/commons/a/ae/En-uk-greed.ogg,noun
greet,https://upload.wikimedia.org/wikipedia/commons/0/0f/En-us-greet.ogg,verb
greeted,,
Greg,,
grem,,
grew,https://upload.wikimedia.org/wikipedia/commons/4/4c/En-us-grew.ogg,verb
grey,https://upload.wikimedia.org/wikipedia/commons/c/ca/En-us-gray.ogg,adjective
greyhound,,
grid,,
grieving,,
grim,https://upload.wikimedia.org/wikipedia/commons/3/31/En-us-grim.ogg,adjective
grind,https://upload.wikimedia.org/wikipedia/commons/6/64/En-us-grind.ogg,verb
grins,,
grip,https://upload.wikimedia.org/wikipedia/commons/9/9e/En-us-grip.ogg,verb
gristle,,
grit,,
grizz,,
groan,https://upload.wikimedia.org/wikipedia/commons/1/14/En-us-groan.ogg,noun
grocery,,
groups,https://upload.wikimedia.org/wikipedia/commons/4/42/En-us-groups.ogg,noun
grudge,https://upload.wikimedia.org/wikipedia/commons/a/a0/En-us-grudge.ogg,noun
gruff,,
grump,https://upload.wikimedia.org/wikipedia/commons/5/58/En-us-grump.ogg,noun
guard,https://upload.wikimedia.org/wikipedia/commons/a/a5/En-us-guard.ogg,noun
guide,https://upload.wikimedia.org/wikipedia/commons/7/71/En-us-guide.ogg,noun
guild,,
guilt,,
gull,https://upload.wikimedia.org/wikipedia/commons/c/c7/En-us-gull.ogg,noun
gulp,,
gulps,,
gunshots,,
gup,,
gym,,
gymnastics,https://upload.wikimedia.org/wikipedia/commons/4/4f/En-us-gymnastics.ogg,noun
gyroscope,,
hab,,
haft,,
hag,,
haggle,https://upload.wikimedia.org/wikipedia/commons/f/f9/En-us-haggle.ogg,verb
haggles,,
hail,https://upload.wikimedia.org/wikipedia/commons/3/33/En-us-hail.ogg,noun
Hal,,
half,,
hall,https://upload.wikimedia.org/wikipedia/commons/2/2d/En-us-hall.ogg,noun
halt,,
Hamlet,,
hams,,
handed,https://upload.wikimedia.org/wikipedia/commons/e/e1/En-us-handed.ogg,adjective
handles,,
handling,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/db/En-us-handling.ogg/En-us-handling.ogg.mp3,noun
handshake,https://upload.wikimedia.org/wikipedia/commons/7/7a/En-us-handshake.ogg,noun
handy,https://upload.wikimedia.org/wikipedia/commons/0/0a/En-us-handy.ogg,adjective
hap,,
harbor,https://upload.wikimedia.org/wikipedia/commons/e/ee/En-us-harbor.ogg,noun
harden,,
hardly,https://upload.wikimedia.org/wikipedia/commons/4/4d/En-us-hardly.ogg,adverb
hardware,https://upload.wikimedia.org/wikipedia/commons/f/f5/En-us-hardware.ogg,noun
harp,,
Harry,,
Harry's,,
hash,,
hasp,,
hatch,,
hate,https://upload.wikimedia.org/wikipedia/commons/a/aa/En-us-hate.ogg,noun
haul,,
haunch,https://upload.wikimedia.org/wikipedia/commons/f/f0/En-us-haunch.ogg,noun
hawk,https://upload.wikimedia.org/wikipedia/commons/3/37/En-us-hawk.ogg,noun
heal,https://upload.wikimedia.org/wikipedia/commons/d/d9/En-us-heal.ogg,verb
health,https://upload.wikimedia.org/wikipedia/commons/7/7f/En-uk-health.ogg,noun
hearing,https://upload.wikimedia.org/wikipedia/commons/2/2a/En-us-hearing.ogg,adjective
heated,https://upload.wikimedia.org/wikipedia/commons/b/b9/En-us-heated.ogg,verb
heaven s,,
hectic,,
hedges,https://upload.wikimedia.org/wikipedia/commons/0/00/En-us-hedges.ogg,noun
heed,https://upload.wikimedia.org/wikipedia/commons/6/68/En-us-heed.ogg,noun
heels,https://upload.wikimedia.org/wikipedia/commons/e/e5/En-us-heels.ogg,noun
hefty,https://upload.wikimedia.org/wikipedia/commons/1/17/En-us-hefty.ogg,adjective
height,https://upload.wikimedia.org/wikipedia/commons/2/29/En-us-height.ogg,noun
heir,https://upload.wikimedia.org/wikipedia/commons/8/8e/En-us-heir.ogg,noun
heiress,,
held,https://upload.wikimedia.org/wikipedia/commons/2/26/En-us-held.ogg,verb
helm,https://upload.wikimedia.org/wikipedia/commons/5/5d/En-us-helm.ogg,noun
helpful,https://upload.wikimedia.org/wikipedia/commons/5/54/En-us-helpful1.ogg,adjective
helpless,https://upload.wikimedia.org/wikipedia/commons/4/42/En-us-helpless.ogg,adjective
hem,https://upload.wikimedia.org/wikipedia/commons/3/39/En-us-hem.ogg,interjection
Henry,,
herald,https://upload.wikimedia.org/wikipedia/commons/1/1b/En-us-herald.ogg,noun
heroic,https://upload.wikimedia.org/wikipedia/commons/1/1a/En-us-heroic.ogg,adjective
hex,,
hiccough,,
highlight,https://upload.wikimedia.org/wikipedia/commons/8/8b/En-us-highlight.ogg,noun
highness,https://upload.wikimedia.org/wikipedia/commons/9/97/En-us-highness.ogg,noun
hilt,https://upload.wikimedia.org/wikipedia/commons/0/09/En-us-hilt.ogg,noun
hint,https://upload.wikimedia.org/wikipedia/commons/c/c0/En-us-hint.ogg,noun
hinted,,
hisses,,
